comment_id,comment,author,like_count,time_text,reply,clean_comment,like_count_numeric,word_count,character_count,comment_type,sentiment
Ugwje068dvWrZ8GN_EV4AaABAg,''All these are the beginning of birth pains.'' Matthew 24:8,@RhysFN7,1,2 bulan lalu,False,''All these are the beginning of birth pains.'' Matthew 24:8,1,10,60,Top-level,Neutral
Ugynaf9nw5YW0i7NUYR4AaABAg,It seems a lot of fear mongering for a 3 degree increase in temperature,@HighNoon-l1i,0,2 bulan lalu,False,It seems a lot of fear mongering for a 3 degree increase in temperature,0,14,71,Top-level,Neutral
Ugya_DCapRzMDBk53lN4AaABAg,Everyone is only a guest on planet Earth.,@counseloridealist,0,1 bulan lalu,False,Everyone is only a guest on planet Earth.,0,8,41,Top-level,Neutral
UgyHD_bE4ZxfZuOWMhZ4AaABAg,"As long as the Northern Hemisphere gets warmer , I don't care",@Popstar-s6v,0,2 bulan lalu,False,"As long as the Northern Hemisphere gets warmer , I don't care",0,12,61,Top-level,Neutral
UgyRQlNoQqrT9Sg-IFF4AaABAg,His name is fernando torres!!,@queasy_e8960,0,2 bulan lalu,False,His name is fernando torres!!,0,5,29,Top-level,Neutral
UgzSaQElIXvdvKrTS8Z4AaABAg,“Could “,@Rambo01117,0,2 bulan lalu,False,“Could “,0,2,8,Top-level,Neutral
UgyRQlNoQqrT9Sg-IFF4AaABAg.AX-1Mukbd1KAX-JUkt5RYQ,These DEI names for weather phenomena is un-American,@RaffiJaharian,0,2 bulan lalu,True,These DEI names for weather phenomena is un-American,0,8,52,Reply,Neutral
UgwJuMueGQ2EtQXwfbB4AaABAg,Be moaning it's too cold in 4 months.,@ChrisLaw84,1,2 bulan lalu,False,Be moaning it's too cold in 4 months.,1,8,37,Top-level,Negative
UgyLUPwxv2rPfTTHusl4AaABAg,The Atlantic Ocean's 'circulatory system' is totally ruptured. I assume the Pacific is also in critical condition.,@ziziroberts8041,0,2 bulan lalu,False,The Atlantic Ocean's 'circulatory system' is totally ruptured. I assume the Pacific is also in critical condition.,0,17,114,Top-level,Neutral
UgyvyHS46kQ91u9KhJB4AaABAg,"Sounds paradoxical, but El Niño could bring us more abundant food and more mild weather.",@RainbowsAndPoptarts,0,2 bulan lalu,False,"Sounds paradoxical, but El Niño could bring us more abundant food and more mild weather.",0,15,88,Top-level,Positive
UgxN9ggfwZT70_QKsZB4AaABAg,"00:26 deary, you don't even know where or what Central Europe is! 
40years ago BBC did know!",@torbergman6977,0,2 bulan lalu,False,"00:26 deary, you don't even know where or what Central Europe is! 40years ago BBC did know!",0,17,91,Top-level,Neutral
Ugw2e9-ZBefDvHktSZJ4AaABAg,We should probably keep the kids home and wear a mask,@RichardThorne-hk3vo,0,2 bulan lalu,False,We should probably keep the kids home and wear a mask,0,11,53,Top-level,Neutral
Ugxt2m0d8GYFK_-Ho0J4AaABAg,"Matthew 24.4,7",@Meckmalip,0,1 bulan lalu,False,"Matthew 24.4,7",0,2,14,Top-level,Neutral
UgyW3EEWIyF16kPUE-Z4AaABAg,"Key word ""could"" I hope not though",@user-hx1cz8lm2s,0,2 bulan lalu,False,"Key word ""could"" I hope not though",0,7,34,Top-level,Neutral
UgwZuao1lKVcdezFjrp4AaABAg,Not colder winters,@Goddessasounds,0,2 bulan lalu,False,Not colder winters,0,3,18,Top-level,Neutral
UgyhTcLJBUpKRwM4pwd4AaABAg,"And this is why we should be pushing back hard on climate change.

By any means necessary",@dawnseeker3990,0,2 bulan lalu,False,And this is why we should be pushing back hard on climate change. By any means necessary,0,17,88,Top-level,Negative
UgxxclLuiTGldi_7aE54AaABAg,Put that on top of 1.4 degrees of background warming and things are going to get spicy....,@hopium2100,0,2 bulan lalu,False,Put that on top of 1.4 degrees of background warming and things are going to get spicy....,0,17,90,Top-level,Positive
UgxDhid6QMOVHT2ngcp4AaABAg,"Given the history of Indonesia, I strongly suspect that wildfires there are man-made rather than El Niño-related.",@nhayah11,0,2 bulan lalu (diedit),False,"Given the history of Indonesia, I strongly suspect that wildfires there are man-made rather than El Niño-related.",0,17,113,Top-level,Positive
UgxRWbn4Sx9-6a6mUIh4AaABAg,"""SAVE SOIL"" 🌱
Conscious Planet. 🌏",@blackbird5356,0,2 bulan lalu,False,"""SAVE SOIL"" 🌱 Conscious Planet. 🌏",0,6,33,Top-level,Positive
UgyYOtrMNC8z5LuXOmF4AaABAg,"Tell it to the people who waged wars, burned oil refineries, etc.",@tumlosemer,0,2 bulan lalu,False,"Tell it to the people who waged wars, burned oil refineries, etc.",0,12,65,Top-level,Neutral
UgxOkQGsKDRWBe6nVyl4AaABAg,OOOOOO no the sky is falling.,@denniscasey986,0,2 bulan lalu,False,OOOOOO no the sky is falling.,0,6,29,Top-level,Neutral
Ugx_wAY3XNzZpY5Xk0F4AaABAg,We speak SHALOM - SHALOM - SHALOM !,@jedward348,0,2 bulan lalu,False,We speak SHALOM - SHALOM - SHALOM !,0,8,35,Top-level,Neutral
Ugxf-IB9EAUD-SW05YV4AaABAg,wait until it become el señor,@Mr-vv-0-w,0,2 bulan lalu,False,wait until it become el señor,0,6,29,Top-level,Neutral
UgzQuIhEtG3p6yKEmZd4AaABAg,"Oh and don't forget that drought/famine in the Middle East is typically one of the earliest indicators of political instability, war, and refugee crises. Arab spring happened in part due to the drought/famine. So that'll be not ideal.",@-grey,0,2 bulan lalu,False,"Oh and don't forget that drought/famine in the Middle East is typically one of the earliest indicators of political instability, war, and refugee crises. Arab spring happened in part due to the drought/famine. So that'll be not ideal.",0,38,234,Top-level,Negative
UgwxeOIIID9WVCjXm6l4AaABAg,The 4 riders is coming.,@legatilegions8055,0,2 bulan lalu,False,The 4 riders is coming.,0,5,23,Top-level,Neutral
UgxSEnpR3gTZ2TjOR4R4AaABAg,"In the words of Elaine Benes, """"I hope a giant mountain rises up out of the ocean and we fly right into it.""",@Cher_Wick,0,2 bulan lalu,False,"In the words of Elaine Benes, """"I hope a giant mountain rises up out of the ocean and we fly right into it.""",0,23,108,Top-level,Positive
UgzMzjsaf3Vp1_oj1pd4AaABAg,Normal weather cycles (with variation) or will it be sold as climate change Davos-style?,@segretoesconociuto,0,2 bulan lalu,False,Normal weather cycles (with variation) or will it be sold as climate change Davos-style?,0,14,88,Top-level,Positive
UgxxclLuiTGldi_7aE54AaABAg.AWwx1cTkUdvAWx-wU1icFf,"Except there is no warming

The IPCC has been caught manipulating the numbers to get the heating trend 

When the raw data was analysed twas found the opposite had occured 


Go look for yourself get the data not just the abnormal and you'll see the opposite of what they claim",@Wamsubnz,0,2 bulan lalu,True,Except there is no warming The IPCC has been caught manipulating the numbers to get the heating trend When the raw data was analysed twas found the opposite had occured Go look for yourself get the data not just the abnormal and you'll see the opposite of what they claim,0,50,271,Reply,Negative
Ugx4170XI4lhrSeUknh4AaABAg,it will become EL DOM 🌀,@patchy504,0,2 bulan lalu,False,it will become EL DOM 🌀,0,6,23,Top-level,Neutral
UgyTd4MeBQtMl_7rMh54AaABAg,This is scary - and to think that there are still people who deny climate change …..,@lisemartino2445,0,2 bulan lalu,False,This is scary - and to think that there are still people who deny climate change …..,0,17,84,Top-level,Negative
Ugx0DxZKRPyemJdduOR4AaABAg,"It gives me a comfort kinda knowing humans species will prob all be gone in maybe 5000 years, we didn’t exist for a lomg time compared to the universe and earth, and it’s good we’re gone we mever helped earth that was so kind to have us",@2manswhen,0,1 bulan lalu,False,"It gives me a comfort kinda knowing humans species will prob all be gone in maybe 5000 years, we didn’t exist for a lomg time compared to the universe and earth, and it’s good we’re gone we mever helped earth that was so kind to have us",0,47,236,Top-level,Positive
UgxInbhpX1CJQ10Tr0d4AaABAg,maldita seaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa soy de perú,@otrogatoo329,0,2 bulan lalu,False,maldita seaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa soy de perú,0,5,67,Top-level,Neutral
Ugw370uPLqX1440Tv9B4AaABAg,State of that thumbnail,@JohnnyUnitas123,0,2 bulan lalu,False,State of that thumbnail,0,4,23,Top-level,Neutral
Ugyq5WmMAvSVLg-UY5B4AaABAg,"So of all the foods in the world, chocolate deserved mentioning as one of the foods to be affected. Seriously chocolate BBC. Oh i see it has a lot of nutritional value and is widely consumed as an everyday source of food..REALLY!!! Queen Antoinette!@!",@strippeddonkey,0,2 bulan lalu,False,"So of all the foods in the world, chocolate deserved mentioning as one of the foods to be affected. Seriously chocolate BBC. Oh i see it has a lot of nutritional value and is widely consumed as an everyday source of food..REALLY!!! Queen Antoinette!@!",0,44,251,Top-level,Negative
Ugxa4QNAvlrdupGf8gx4AaABAg,Fertiliser prices are going up due to the effects of El Nino??  I thought that was to do with the Strait of Hormuz being blocked due to the war !,@GaryGSF,0,2 bulan lalu,False,Fertiliser prices are going up due to the effects of El Nino?? I thought that was to do with the Strait of Hormuz being blocked due to the war !,0,30,144,Top-level,Negative
UgwJbHDFARUGk6PM-gt4AaABAg,"Ok, so let me get this straight....this may mean higher temperatures or not....more rainfall or not, higher level of drought or not....so it means everything or not!",@Kenny-df3gm,0,1 bulan lalu,False,"Ok, so let me get this straight....this may mean higher temperatures or not....more rainfall or not, higher level of drought or not....so it means everything or not!",0,27,165,Top-level,Positive
Ugxx4XPtLrUtLvYwevV4AaABAg,OR NOT !,@Ligertwood2,0,2 bulan lalu,False,OR NOT !,0,3,8,Top-level,Neutral
Ugy5yJQy1ovovQMIJtR4AaABAg,Im sure that the world governments efforts at weather modification can only be helping matters,@Schmeepschenstein,0,2 bulan lalu,False,Im sure that the world governments efforts at weather modification can only be helping matters,0,15,94,Top-level,Positive
UgxT1Yv5PJ-DjsFbhsN4AaABAg,😞🚨 an acre of soil dies every second. 52% of agricultural soils are already degraded. Save Soil,@rohan63588,1,1 bulan lalu,False,😞🚨 an acre of soil dies every second. 52% of agricultural soils are already degraded. Save Soil,1,17,95,Top-level,Neutral
UgzWWTI--bXwJP1OIOl4AaABAg,Not me thinking of Fernando Torres,@haileleulgirma1087,0,2 bulan lalu,False,Not me thinking of Fernando Torres,0,6,34,Top-level,Neutral
Ugz_axgWoqYaihHxs3N4AaABAg,Well in Hawaii we’ll wait & see…,@kalimon8155,0,2 bulan lalu,False,Well in Hawaii we’ll wait & see…,0,7,32,Top-level,Neutral
Ugytm9oqJG1ksbeH6J94AaABAg,I heard this happened back in 1877 and millions of people died from it?,@michaeljduggan4816,1,2 bulan lalu,False,I heard this happened back in 1877 and millions of people died from it?,1,14,71,Top-level,Neutral
UgzDsDd03gs_SKitM1x4AaABAg,"The long term forecast for Canada and the USA is that the Fall and winter will be mild.
The head lines used by BBC are dramatic, where does the line fall between fearful attention seeking and the true effects.",@peterdavies1238,0,2 bulan lalu,False,"The long term forecast for Canada and the USA is that the Fall and winter will be mild. The head lines used by BBC are dramatic, where does the line fall between fearful attention seeking and the true effects.",0,39,209,Top-level,Negative
UgxJ0BAVA7SzyGHO1O94AaABAg,"With how much we are disregarding our climate's health, the need for a extreme weather-resistant food supply is ever increasing. Hoping the world starts to embrace genetic modification of crops for a safe and secure society.",@adonutplaysgames,0,2 bulan lalu,False,"With how much we are disregarding our climate's health, the need for a extreme weather-resistant food supply is ever increasing. Hoping the world starts to embrace genetic modification of crops for a safe and secure society.",0,36,224,Top-level,Positive
UgwLf9mfM8weUJxjMMJ4AaABAg,If only their was a WEF set up to help guide the world through such events.,@MarcSpector-MoonKnight,0,2 bulan lalu,False,If only their was a WEF set up to help guide the world through such events.,0,16,75,Top-level,Neutral
Ugy1JNRZgw9rPxditfB4AaABAg,"""Hottest summer ever,followed by the coldest winter ever ...............annual newspaper forecast in UK !",@nicholasholmes-siedle5119,0,2 bulan lalu,False,"""Hottest summer ever,followed by the coldest winter ever ...............annual newspaper forecast in UK !",0,14,105,Top-level,Neutral
Ugwo8eWvdoNAUXqHJll4AaABAg,Don't worry Ed Milliband has a plan.,@ukman9797,0,2 bulan lalu,False,Don't worry Ed Milliband has a plan.,0,7,36,Top-level,Neutral
UgyZ0i-kq9rT5r5E99t4AaABAg,Bring on the heat please to the UK sick of the bloody cold cloudy so called summers we usually have,@thumpertoon76,0,2 bulan lalu,False,Bring on the heat please to the UK sick of the bloody cold cloudy so called summers we usually have,0,20,99,Top-level,Negative
UgzWWTI--bXwJP1OIOl4AaABAg.AXHWxrUmYibAXKbt5dfKI4,😂,@Jackbnufc2000,0,2 bulan lalu,True,😂,0,1,1,Reply,Neutral
UgzYyRsZbLQbWgY2i8J4AaABAg,"The Correction

The room was neither large nor small. It was the kind of room that didn’t need to be either.

No windows. Good coffee. A projector humming quietly against a pull-down screen that nobody had pulled down.

“The models converged in January.” He didn’t stand. Men like this stopped needing to stand a long time ago. “Two-thirds non-viable by 2041. That’s the floor, not the ceiling.”

Someone turned a page. The sound was very loud.

“Greenland is operational. New Zealand fully committed. The Chilean stations are ahead of schedule, which is the first good news I’ve had this quarter.” A brief, genuine smile. “Water tables, growing season projections, protein yield. All in the appendix. I won’t insult you by walking through it.”

“The remainder.” A voice from somewhere left of centre. Not a question exactly.

“The remainder adapt or they don’t. Historically enough of them do to maintain function. The debt architecture keeps them oriented in the interim. Productive, even. They’re not idle, they’re just not relevant to this particular conversation.”

Nobody wrote that down. Nobody needed to.

“We looked at harder interventions. Thoroughly, seriously, without sentiment.” He turned his coffee cup slowly on the table. “The bomb was always a dead end. Literally. You cannot curate a future from a crater. The biological programmes had promise but they leak. They’re visible. They generate exactly the kind of noise that makes the next forty years harder.”

He paused.

“This requires nothing from us. Not a decision, not a trigger, not a directive. The planet has been building to this correction for half a century. We didn’t architect it. We simply reached the point, earlier than most, where pretending otherwise became an inefficient use of everyone’s time.”

The hum of the projector.

“Greenland didn’t come cheap. Neither did the modelling, the real estate, the silence of certain people in certain positions.” He looked up for the first time. “But compared to the alternative, compared to riding it out in the same boat as everyone else and calling that moral, I think we made the rational choice.”

A long quiet.

“The ones who matter are already inside the window. The ones outside it.” A small pause, almost delicate. “They’ll have other things to think about.”

He closed the laptop with both hands, slowly, like something ceremonial.

“That’s the meeting. Leave the appendix.”",@4KALTITUNED,0,2 bulan lalu,False,"The Correction The room was neither large nor small. It was the kind of room that didn’t need to be either. No windows. Good coffee. A projector humming quietly against a pull-down screen that nobody had pulled down. “The models converged in January.” He didn’t stand. Men like this stopped needing to stand a long time ago. “Two-thirds non-viable by 2041. That’s the floor, not the ceiling.” Someone turned a page. The sound was very loud. “Greenland is operational. New Zealand fully committed. The Chilean stations are ahead of schedule, which is the first good news I’ve had this quarter.” A brief, genuine smile. “Water tables, growing season projections, protein yield. All in the appendix. I won’t insult you by walking through it.” “The remainder.” A voice from somewhere left of centre. Not a question exactly. “The remainder adapt or they don’t. Historically enough of them do to maintain function. The debt architecture keeps them oriented in the interim. Productive, even. They’re not idle, they’re just not relevant to this particular conversation.” Nobody wrote that down. Nobody needed to. “We looked at harder interventions. Thoroughly, seriously, without sentiment.” He turned his coffee cup slowly on the table. “The bomb was always a dead end. Literally. You cannot curate a future from a crater. The biological programmes had promise but they leak. They’re visible. They generate exactly the kind of noise that makes the next forty years harder.” He paused. “This requires nothing from us. Not a decision, not a trigger, not a directive. The planet has been building to this correction for half a century. We didn’t architect it. We simply reached the point, earlier than most, where pretending otherwise became an inefficient use of everyone’s time.” The hum of the projector. “Greenland didn’t come cheap. Neither did the modelling, the real estate, the silence of certain people in certain positions.” He looked up for the first time. “But compared to the alternative, compared to riding it out in the same boat as everyone else and calling that moral, I think we made the rational choice.” A long quiet. “The ones who matter are already inside the window. The ones outside it.” A small pause, almost delicate. “They’ll have other things to think about.” He closed the laptop with both hands, slowly, like something ceremonial. “That’s the meeting. Leave the appendix.”",0,391,2392,Top-level,Positive
UgwFELZ_oMDS0yREIWN4AaABAg,as we are distracted by money and politics things will go down hill😢,@lindastevens6861,0,2 bulan lalu,False,as we are distracted by money and politics things will go down hill😢,0,13,68,Top-level,Negative
Ugxth67V1sTGJMURmf94AaABAg,this video caused emocional stress . He doesnt evidence of predictable ways.,@Maxwell-mv9rx,0,2 bulan lalu,False,this video caused emocional stress . He doesnt evidence of predictable ways.,0,12,76,Top-level,Negative
UgyvxUOZke2LespTWPd4AaABAg,Bruh what reality am I living in,@boelboel8840,0,2 bulan lalu,False,Bruh what reality am I living in,0,7,32,Top-level,Neutral
Ugy2FH7RpREfoGgpFm14AaABAg,I've heard that 2027 is going to be significantly worse.,@matthewhardwick8208,0,2 bulan lalu,False,I've heard that 2027 is going to be significantly worse.,0,10,56,Top-level,Negative
UgyppjZ8-n_sbJLc_E54AaABAg,ie: we don’t know wtf will happen,@Chakratracker,0,2 bulan lalu,False,ie: we don’t know wtf will happen,0,7,33,Top-level,Negative
UgyFT0_9FqOhyFrxKRh4AaABAg,When does it stop being an El Nino and start becoming the new normal?,@jonathanrhall43,0,2 bulan lalu,False,When does it stop being an El Nino and start becoming the new normal?,0,14,69,Top-level,Positive
UgyDQFifvc33_C-LJgV4AaABAg,Sure he just signed for Arsenal?,@daredwings4,0,2 bulan lalu,False,Sure he just signed for Arsenal?,0,6,32,Top-level,Positive
UgywlPRlUsrAZSDxE8h4AaABAg,cause by data centers,@GGEZWPlol,0,2 bulan lalu,False,cause by data centers,0,4,21,Top-level,Neutral
Ugy54S6UOQcInVSsVlV4AaABAg,No two el nino's are the same...yeah the Torres at Liverpool and the Torres at Chelsea were two totally different players 😆,@retroandy4,0,2 bulan lalu,False,No two el nino's are the same...yeah the Torres at Liverpool and the Torres at Chelsea were two totally different players 😆,0,22,123,Top-level,Neutral
UgxpJcclAnWrIpObW3p4AaABAg,Earth doing what it has done for eons.,@PissedPatriot0311,0,2 bulan lalu,False,Earth doing what it has done for eons.,0,8,38,Top-level,Neutral
Ugz_640ZpV4HhZQZqUh4AaABAg,OOHH my the earth doing what the earth does. Has been happening for millions of years.,@cish960,0,2 bulan lalu,False,OOHH my the earth doing what the earth does. Has been happening for millions of years.,0,16,86,Top-level,Neutral
UgyLxTTT3dsYzNbIiw14AaABAg,1:50 SUPERMEGA MENTIONED I LOVE MATT AND RYAN 🤎💙‼️‼️‼️,@thematrix1999fullmovie4k,0,2 bulan lalu,False,1:50 SUPERMEGA MENTIONED I LOVE MATT AND RYAN 🤎💙‼️‼️‼️,0,9,54,Top-level,Positive
UgwpaS3bz751iM45QQN4AaABAg,I would like to point out you guys cannot get the daily weather right,@davidmoore6941,0,2 bulan lalu,False,I would like to point out you guys cannot get the daily weather right,0,14,69,Top-level,Positive
Ugz0nQvIZnw-sNmygCd4AaABAg,"Glad that the UN could jump in...que disent les spécialistes en plus de vous que ces hausses de temperatures augmentent la couche terrestre au point de faire fondre la glace aux pôles, inversion prononcée du magnétisme terrestre, timeline courbées, interaction entre divers réalités dimensionnelles?",@aichacoulibaly7808,0,2 bulan lalu,False,"Glad that the UN could jump in...que disent les spécialistes en plus de vous que ces hausses de temperatures augmentent la couche terrestre au point de faire fondre la glace aux pôles, inversion prononcée du magnétisme terrestre, timeline courbées, interaction entre divers réalités dimensionnelles?",0,44,299,Top-level,Positive
UgyRnZiS9-iYPyDIigF4AaABAg,"Here we go again - let’s see how red we can get our maps, hey let’s give it a name, and finally, let’s make an over dramatic presentations. Since the late 1970’s weve been told the end of the world is nigh",@nua63,1,2 bulan lalu,False,"Here we go again - let’s see how red we can get our maps, hey let’s give it a name, and finally, let’s make an over dramatic presentations. Since the late 1970’s weve been told the end of the world is nigh",1,42,205,Top-level,Negative
UgycbXjcNXwHH8y3UYJ4AaABAg,Zoolander 2 reference.,@Based_Brit,0,2 bulan lalu,False,Zoolander 2 reference.,0,3,22,Top-level,Neutral
UgwvXNyvh4h170sKp0F4AaABAg,Who is el nino ???,@nikyankee1080,0,2 bulan lalu,False,Who is el nino ???,0,5,18,Top-level,Neutral
Ugxa8GBFFVud7sDBGCB4AaABAg,El Nino/La Nina forecasts over the last 10 years have been woefully inaccurate.,@ivanf6938,0,2 bulan lalu,False,El Nino/La Nina forecasts over the last 10 years have been woefully inaccurate.,0,13,79,Top-level,Neutral
UgwwrR3MuH6oxgWqfOt4AaABAg,Shocking that this isn’t affecting us much in Iraq,@AzaJabar,0,2 bulan lalu,False,Shocking that this isn’t affecting us much in Iraq,0,9,50,Top-level,Negative
Ugzl7QG1m-l1kwLXuiB4AaABAg,Fernando Torres Winter is Coming.,@smellfungus87,0,2 bulan lalu,False,Fernando Torres Winter is Coming.,0,5,33,Top-level,Neutral
Ugx-4FylS-03vkKv5Nl4AaABAg,Jordi,@AlmightyChastor,0,2 bulan lalu,False,Jordi,0,1,5,Top-level,Neutral
UgxFHNjoYrOlI14OgPt4AaABAg,What's on after this Art Attack? Ah the 90's,@dk92uk,0,2 bulan lalu,False,What's on after this Art Attack? Ah the 90's,0,9,44,Top-level,Neutral
Ugz0chvObHzZ6zx7ywF4AaABAg,"So, the El Nino temperature was higher in 1877, but it is 'unprecedented' now? Oh. OK ...... 🤪",@ChrisMacdonald-ns8rx,0,2 bulan lalu,False,"So, the El Nino temperature was higher in 1877, but it is 'unprecedented' now? Oh. OK ...... 🤪",0,18,94,Top-level,Positive
Ugzn_71ehFZLfrdcLlt4AaABAg,I'm scared,@Purpleblastt,0,2 bulan lalu,False,I'm scared,0,2,10,Top-level,Neutral
UgwNjcIl1ayWk0nP4bR4AaABAg,"A very simple explanation for why the global climate is changing rapidly is that it can be blamed on certain countries that release large amounts of carbon in just a short period of time. These are the countries involved in wars, and the bombs they detonate release emissions into the atmosphere, which causes rapid global warming.",@georgelopera6290,0,2 bulan lalu,False,"A very simple explanation for why the global climate is changing rapidly is that it can be blamed on certain countries that release large amounts of carbon in just a short period of time. These are the countries involved in wars, and the bombs they detonate release emissions into the atmosphere, which causes rapid global warming.",0,56,331,Top-level,Positive
UgxM7LqW86cE51FuXn54AaABAg,"“It’s pretty easy to survive this, just don’t live in the affected areas.” -billionaires",@ClariNerd,0,2 bulan lalu,False,"“It’s pretty easy to survive this, just don’t live in the affected areas.” -billionaires",0,14,88,Top-level,Positive
UgwfhPnDjc1FDSlYT8N4AaABAg,Well no one listened to Eurpope when they said the Climate is in agony.,@iamcampo9712,0,2 bulan lalu,False,Well no one listened to Eurpope when they said the Climate is in agony.,0,14,71,Top-level,Neutral
Ugx7BSYbNIhTAZt2fXh4AaABAg,"Welp, rip my country💀",@rento1192,0,2 bulan lalu,False,"Welp, rip my country💀",0,4,21,Top-level,Neutral
UgyvdTGeqKZ7Z7hNQR94AaABAg,"Bring these heat waves to the UK. This monster storm could get the temp up to at least 24c, bring it!",@kjeksklaus7944,0,2 bulan lalu,False,"Bring these heat waves to the UK. This monster storm could get the temp up to at least 24c, bring it!",0,21,101,Top-level,Negative
UgxfiAQTt5l3d-p7Q-R4AaABAg,4:00 did he just call the Caribbean a part of Africa?😂,@calvinmagezi4629,0,2 bulan lalu,False,4:00 did he just call the Caribbean a part of Africa?😂,0,11,54,Top-level,Neutral
UgxqhdV3VEaxlyEo0Ll4AaABAg,"But no one is talking about how projects like ""dimming the sun"" is making days more humid and hotter, care to comment bbc?",@magicalcraftman8986,0,2 bulan lalu,False,"But no one is talking about how projects like ""dimming the sun"" is making days more humid and hotter, care to comment bbc?",0,23,122,Top-level,Positive
UgxC1famPiKdx2-Cku54AaABAg,"This year, warmest year on record, next few years, warmest year on record again, a few years later, warmest year on record again. Its not going to get better any time soon.",@Zilron38,0,1 bulan lalu,False,"This year, warmest year on record, next few years, warmest year on record again, a few years later, warmest year on record again. Its not going to get better any time soon.",0,32,172,Top-level,Neutral
UgwBcDMVcKAd3A6VOkd4AaABAg,So far the Super El Niño is a Super Disappointment. Drier than an average year so far. At least here in the desert Southwest.,@electrician2001,0,1 bulan lalu,False,So far the Super El Niño is a Super Disappointment. Drier than an average year so far. At least here in the desert Southwest.,0,24,125,Top-level,Neutral
Ugzjfg_SPxnIpw6lyUZ4AaABAg,Mankind needs to cease weather modification 🤨,@atenxra4457,0,2 bulan lalu,False,Mankind needs to cease weather modification 🤨,0,7,45,Top-level,Neutral
UgybSXStXLoiDVvUoQV4AaABAg,"Winter is coming ❌
El niño is coming ✅",@ParaSiteNwb,0,2 bulan lalu,False,Winter is coming ❌ El niño is coming ✅,0,9,38,Top-level,Neutral
UgxfM7S4TopJfnpBaMx4AaABAg,Ai data center needs to cooldown and use water. Water evaporation increase day by day and become weather unstable. ChatGPT said milllion of litre of water evaporate everyday for Ai,@jampDave-n7n,0,2 bulan lalu,False,Ai data center needs to cooldown and use water. Water evaporation increase day by day and become weather unstable. ChatGPT said milllion of litre of water evaporate everyday for Ai,0,30,180,Top-level,Negative
UgzCjnoEdSw9Twdvn8J4AaABAg,"This is not a BBC prediction. It is not a news outlet prediction. It is a scientific prediction resulting from decades of following sea and ocean surface and subsurface temperatures, seasonal patterns, cliamtic and wind patterns across the world, by multiple scientific and weather agencies.
The news agencies are only just now picking it up. Anyone with genuine curiosity has been aware for months.",@r.1599,0,2 bulan lalu,False,"This is not a BBC prediction. It is not a news outlet prediction. It is a scientific prediction resulting from decades of following sea and ocean surface and subsurface temperatures, seasonal patterns, cliamtic and wind patterns across the world, by multiple scientific and weather agencies. The news agencies are only just now picking it up. Anyone with genuine curiosity has been aware for months.",0,64,399,Top-level,Positive
UgztUWaHDdSvOLypDsB4AaABAg,No Nevin of the UK at all,@Alberts_Stuff,0,2 bulan lalu,False,No Nevin of the UK at all,0,7,25,Top-level,Neutral
Ugw9KyiKccjI_NFJdXd4AaABAg,EL NINO IS LITERALLY THE TRANSLATION FOR THE CHRIST CHILD,@oliwilde1033,0,2 bulan lalu,False,EL NINO IS LITERALLY THE TRANSLATION FOR THE CHRIST CHILD,0,10,57,Top-level,Neutral
UgxBDbnxQ17O4aDVI5R4AaABAg,Uk gets two days of this heat 😂 back to 16c and rain for 7 days straight🙄🙄🙄😂😂😂 wish the uk was 500 miles more south and we would have better summers,@chris33920,0,2 bulan lalu (diedit),False,Uk gets two days of this heat 😂 back to 16c and rain for 7 days straight🙄🙄🙄😂😂😂 wish the uk was 500 miles more south and we would have better summers,0,31,148,Top-level,Positive
UgxYqTULFmaJPdK1VYx4AaABAg,"Why is is called ""The Boy"" though  😭",@TheRealBeneee,0,2 bulan lalu,False,"Why is is called ""The Boy"" though 😭",0,8,35,Top-level,Neutral
UgxGiLWq0VX-FSeDeuR4AaABAg,El Jesus since is named after baby Jesus because it takes place in december,@MatiasCarpio0007,0,2 bulan lalu,False,El Jesus since is named after baby Jesus because it takes place in december,0,14,75,Top-level,Neutral
UgyylYdicufs58sQj7d4AaABAg,We had an El Nino very strong already a few times so please stop fear mongering,@elsaenslin4229,0,2 bulan lalu,False,We had an El Nino very strong already a few times so please stop fear mongering,0,16,79,Top-level,Positive
UgxkSoNGWrNdkE46Slt4AaABAg,Start gradually stocking your staple food supplies. Prices are about to rocket and you don't want to be one of the ones to FOMO into these necessities when world supplies start shrinking!! Just shell out a few more dollars on dried/canned foods rather than buying that overpriced coffee.,@mr.goldfarmer4883,0,2 bulan lalu,False,Start gradually stocking your staple food supplies. Prices are about to rocket and you don't want to be one of the ones to FOMO into these necessities when world supplies start shrinking!! Just shell out a few more dollars on dried/canned foods rather than buying that overpriced coffee.,0,48,287,Top-level,Positive
UgyzY23y1XaDHrBuuJ14AaABAg,"so iran war, hantavirus, and now super weather any thing else i should be stocking up for? zombies?",@ChronicSneeze,1,2 bulan lalu,False,"so iran war, hantavirus, and now super weather any thing else i should be stocking up for? zombies?",1,18,99,Top-level,Positive
Ugy2dwu3IOMeOC_lNKl4AaABAg,So... I guess the Hantaviruses is not spreading enough...?,@raigokutsar5886,0,2 bulan lalu,False,So... I guess the Hantaviruses is not spreading enough...?,0,9,58,Top-level,Neutral
